----- BASEFOLDER D:\EBOOKS -----
VOLUME D|Daten|742e-61d8|NTFS|1000068870144
FOLDER \EBOOKS

b43e8418e09e2f1f8a0dc5f7af63fa61ef873199f844da3c7a869d854cb45bf5|deeplearningcookbook.pdf|12201711|2023-04-07 09_17_55
533dc3951a0ca140ae6c43261c7336e1f29256c625f1f300acf568bd34a24474|googlecloudcookbook.pdf|12620374|2023-04-07 09_16_33
7c6ef413f428b71a1ae07040069ad4e3566778ed466d8f1ac78abc04cceeccbe|javacookbook4thedition.pdf|9900306|2023-04-07 09_17_13
31629ade1c8fc30990c1a54b0ffb5cf612ec8531c6824ebd83a3262352dad58c|javascriptcookbook3e.pdf|9385075|2023-04-07 09_17_26
8529aadc25e47cae2d884f140e1b46e093a2061980b0283ad6b2934dfbb3e8ec|linuxcookbook2e.pdf|68952726|2023-04-07 09_17_49
3b178afd4be8fdbf7176d78256efa95f9e4bbe0b63e61932ed25dc3e40ba2836|machinelearningwithpythoncookbook.pdf|5158113|2023-04-07 09_18_01
662989a4b3304af1460bed7ccff23fb229eafe8bb60327f75358d0ec9bf2704b|mysqlcookbook.pdf|4789670|2023-04-07 09_16_21
0575c0b41340475dea8f2450825e77efe8210df01522248a7d7995525ea5b50c|powershellcookbook4e.pdf|12113314|2023-04-07 09_17_41
ceb39031cdd3a51a4a0ff92fd02fee2f448ef708c6655aaa1b24c046d3957a60|pythoncookbook3e.pdf|8243283|2023-04-07 09_17_08
769981bfe9e38057bc553eb095b341f9b2c3ea345926b66a40d929757bb31763|raspberrypicookbook3rdedition.pdf|165781367|2023-04-07 09_17_57
1f348677af1cba66f1013dce277cf8264340361c843c935e5a84770b79011f39|rcookbook2ndedition.pdf|13371129|2023-04-07 09_16_56
657546105c11827019ae8dea19befdff7afcbdecf0fccf07af56b787c13e88b8|reactcookbook.pdf|18550005|2023-04-07 09_16_26
19be9bddf2333c02eb88d9746b4adeb5f2ede801de042812d79ef93c37c5486d|regularexpressionscookbook2e.pdf|8175194|2023-04-07 09_16_42
a59df469ecb862b87891950a64974d7fcf48a14ac90ea53f3ba219464ae8faeb|restfulwebapipatternsandpracticescookbook.pdf|18413520|2023-04-07 09_16_51

FOLDER \EBOOKS\OREILLY\CYBERSECURITY_MONTH_MEGA_BUNDLE
70058e29e52c1e4808423bfde5e22db868d22a2ca015bf6ab4da2f546b3b8192|97thingseveryinformationsecurityprofessionalshouldknow.pdf|78342347|2023-09-27 21_39_10
2f610c7262c75d85617701085c82d2325147b155bb926b015129583c200e8130|cybersecuritymanagersguide.pdf|7214237|2023-09-27 21_40_06
35889dc906981a292b1842066d476bf628726f05f35afb3d1049395382a8b533|cybersecurityopswithbash.pdf|8648749|2023-09-27 21_39_49
16318b47d46a475e4369d3799fc0f22ec21bac6d90ca1ca7056301385d21f301|identity-nativeinfrastructureaccessmanagement.pdf|2491131|2023-09-27 21_39_56
e5a6c3d8c6c1a46f317b0681cde555c07118c2f60d58c7acd10589fc10494d56|intelligence-drivenincidentresponse2ndedition.pdf|4214378|2023-09-27 21_38_38
2cdc574c0cba7da8fe6e22b8e89e37a15a6cce0fa277f266e6782d290654fb72|istio_upandrunning.pdf|10041709|2023-09-27 21_39_28
7a292e7d9f4aac210f241cbdfab9cdcbba0d71aab540ef012c7b8b3831690a8b|kubernetessecurityandobservability.pdf|11977672|2023-09-27 21_39_25
2b75e50b9657833b3a3a020a689b2132ef1b0c122ff31274d7b4225e0ee6a097|learningdigitalidentity.pdf|15493055|2023-09-27 21_39_11
2b0bd21be4c45945d8c5db2ad30236a8f9fbb3228be339f1a8240ca5fa0a172e|learningkalilinux.pdf|22733815|2023-09-27 21_39_22
25f7ae5c94d31b132d43349ddbb0c38823ef074e97aebfe5d0dc224803a82bdc|moderndataprotection.pdf|9354308|2023-09-27 21_39_38
78d2ae57e49c403fa53fb8a998d97843fa98bdd7f77ef3af5a733559d6bc2ade|practicalcloudnativesecuritywithfalco.pdf|5415613|2023-09-27 21_39_59
41df48b5e30455d124714d727ff3168c154465a108930480ee5ee25ac0a8b643|securityandmicroservicearchitectureonaws.pdf|24733306|2023-09-27 21_38_45
eae3476c77be8ddf5222db5b5fdc616cb67f97f8af81bbd49de3d5866f25b81d|securityascode.pdf|2871801|2023-09-27 21_39_29
dc4c8d306e0708a0f3e0be9f099081ab7dc7c70aab312b66f070847443f7b72c|securitychaosengineering.pdf|14925214|2023-09-27 21_39_52
2fe35c1b2bdedb533b4df94181a7097f858847ed3917646019ccb67d5bde2f85|threatmodeling.pdf|10106542|2023-09-27 21_39_24
e837581a4b4285203d66917c8bed8d4c24b2f368ffae47f3e145d984a5f4f11a|webapplicationsecurity.pdf|21915270|2023-09-27 21_39_22

FOLDER \EBOOKS\OREILLY\DATA_ANALYSIS_AND_MACHINE_LEARNING
71ac1305130f6303ce4235a7bb17fc8e7a384da2c3a76b8589470e9f57c09b31|advancedanalyticswithspark_2e.pdf|5737456|2019-08-12 22_41_08
a42ffcfc1824ed610270d9476ed616f8730746e5f95684f8d2d0b15d625ea980|appliedtextanalysiswithpython.pdf|14670000|2019-08-12 22_43_11
5eb59ac3c033ab13ff898a03ab9b6f8c96e1b1461ac7944eb828600c4c4ddd9f|architectingmoderndataplatforms.pdf|18857011|2019-08-12 22_42_23
b43e8418e09e2f1f8a0dc5f7af63fa61ef873199f844da3c7a869d854cb45bf5|deeplearningcookbook.pdf|12201711|2019-08-12 22_42_23
68e2c804dd476fa9472dedded81a8687698e98819935708a25dd8493573c56a6|foundationsforarchitectingdatasolutions.pdf|6864108|2019-08-12 22_40_58
1a7bb952e48067c497a85a0f0a77de7972dd0c8b612ab081ea2aafa8acb3c404|gettingstartedwithkudu.pdf|5783070|2019-08-12 22_39_31
6e0102103157b29e58651c24859c00f4b6d480e55922464fb0cd7387b645ab76|graphingdatawithr.pdf|17670156|2019-08-12 22_41_58
da663b49077c63e0220f84edca8645beed70e8bd1e4b382412e7d96e5d0e75c3|kafka_thedefinitiveguide.pdf|6458251|2019-08-12 22_39_38
03b20e5a73495ed2e26dc261af19a79a0e6aa4b260e4888f1895e7088065625b|learningapachedrill.pdf|8872618|2019-08-12 22_42_37
b296c97b495512876555fc90308769d9521f0c6ecd91ce08864267aa76b69b47|learningtensorflow_1ed.pdf|13273949|2019-08-12 22_42_41
4d6800460660e845f814ddde31c420a26e82e7884f3886eeb7aa6b07a4b27357|naturallanguageprocessingwithpytorch.pdf|16071430|2019-08-12 22_43_43
1690d07357d31e0ffac45cb30ea80b6667f3d6e6ed74d4ca0122f36f8c67263e|practicalstatisticsfordatascientists.pdf|13622091|2019-08-12 22_41_54
ab1ce56de326c8dd134405341e85e4f054cf45e8f6cfa513423e5f0eaff15d43|practicaltableau.pdf|42029820|2019-08-12 22_42_51
4e0abd35f4fa43dbf6dec1cfb20e694872c907a70de56ec9d0fb5af4d31d6dc6|streamingsystems.pdf|58473880|2019-08-12 22_40_50
81833ac4095eecf591044123ceb4b4805d6fa4716181c51a1cc865bc645d1ee0|visualizingstreamingdata.pdf|34566093|2019-08-12 22_44_43

FOLDER \EBOOKS\OREILLY\DATA_AND_AI
b542cc7ec336614a51ab0a1ec1f0c435e97d32c8927cc1a59950b51afed6cc50|buildingmachinelearningpoweredapplications.pdf|14635286|2022-06-16 16_28_52
a2da6b0cc30bc4c740674e940c95751812ecc18618ab1006e191e36bfe507fcf|datasciencefromscratch2ndedition.pdf|10492044|2022-06-16 16_29_00
c20e4e74f0f7a82974a19463c15c6434ecca50e4d353f94f1bcce315f5882171|deeplearningfromscratch.pdf|9728617|2022-06-16 16_29_21
ed1637d1f7c342298d4a071038cff27b5615fddbd81799181c90d67225acaf08|generativedeeplearning.pdf|30614800|2022-06-16 16_28_44
ef1f18d1e9f44573cb4c67a3204b24fa78440e71eed510780903e9072250330e|learningsql3rdedition.pdf|5500999|2022-06-16 16_28_30
1c7468eaa50cdc92de49e97daad570bc7257531a435a693d2b8647b1db633101|machinelearningpocketreference.pdf|26327791|2022-06-16 16_29_08
0026e1cdd25a2e9ae82904e07d1489ee0ef0453e44b7f5816623a23f77be9bd4|masteringsparkwithr.pdf|7938534|2022-06-16 16_29_12
4d6800460660e845f814ddde31c420a26e82e7884f3886eeb7aa6b07a4b27357|naturallanguageprocessingwithpytorch.pdf|16071430|2022-06-16 16_28_57
119acbdebfe41707c9ade2d0c47568dcaecefa42a1bb9f5596f73112cdc72089|practicalautomatedmachinelearningonazure.pdf|16727804|2022-06-16 16_29_18
a53227736adfe8e53e1a0d30d2e59d0ff5cb348270b787cf4674aa307b46a592|practicaldatasciencewithsap.pdf|23277322|2022-06-16 16_29_27
dd4d0bf67710fdd516debc91d0edc488fb9ce2c431a5fbfb8eb6e724315f188c|practicaldeeplearningforcloudmobileandedge.pdf|136120896|2022-06-16 16_29_18
cce7613eeccfb14179ecfe98bb1c7bc5c73e59386334ee2012116b26a498f212|practicalsyntheticdatageneration.pdf|11852199|2022-06-16 16_29_05
1f348677af1cba66f1013dce277cf8264340361c843c935e5a84770b79011f39|rcookbook2ndedition.pdf|13371129|2022-06-16 16_28_39
c47e92863b9827fbbaa55154c5598e5864f1d9ba43d241a0bff549b7dafaaaef|streamingsystems.pdf|57083229|2022-06-16 16_29_02
cc35e9612c6754e6aadc936701ad4fad21cee3bfe41cd14ca36b23efa5b1f507|strengtheningdeepneuralnetworks.pdf|34155874|2022-06-16 16_29_31

FOLDER \EBOOKS\OREILLY\DATA_ENGINEERING
5eb59ac3c033ab13ff898a03ab9b6f8c96e1b1461ac7944eb828600c4c4ddd9f|architectingmoderndataplatforms.pdf|18857011|2022-02-15 19_38_17
fcdee01a331f36f16cdd925e19319dc2a910e0978faae1949dadf8e2a6a4a73e|buildingananonymizationpipeline.pdf|7160463|2022-02-15 19_38_07
de241f921af7e99fd11093d75ec91168623c2bef447a64e92a3bf51d73771615|buildingevent-drivenmicroservices.pdf|10881308|2022-02-15 19_38_14
b542cc7ec336614a51ab0a1ec1f0c435e97d32c8927cc1a59950b51afed6cc50|buildingmachinelearningpoweredapplications.pdf|14635286|2022-02-15 19_38_14
4468081d3ea2bfe77b6574059b11aacd03f04aca9a3d42bdcac6d4a6e5a97344|enterprisebigdatalake.pdf|12920562|2022-02-15 19_38_19
03b20e5a73495ed2e26dc261af19a79a0e6aa4b260e4888f1895e7088065625b|learningapachedrill.pdf|8872618|2022-02-15 19_38_12
d5873121ee6b551c796535ff3ea027411de0f323e2f2ea21f4dbe40913242127|machinelearninganddatascienceblueprintsforfinance.pdf|14325766|2022-02-15 19_38_09
0026e1cdd25a2e9ae82904e07d1489ee0ef0453e44b7f5816623a23f77be9bd4|masteringsparkwithr.pdf|7938534|2022-02-15 19_38_13
cce7613eeccfb14179ecfe98bb1c7bc5c73e59386334ee2012116b26a498f212|practicalsyntheticdatageneration.pdf|11852199|2022-02-15 19_38_11
1f348677af1cba66f1013dce277cf8264340361c843c935e5a84770b79011f39|rcookbook2e.pdf|13371129|2022-02-15 19_38_10
d4cd1ffc0caa8b03b5c783131fb7678afaaa8512598a4e25edd3371a99286a92|self-servicedataroadmap.pdf|11117287|2022-02-15 19_38_09
c47e92863b9827fbbaa55154c5598e5864f1d9ba43d241a0bff549b7dafaaaef|streamingsystems.pdf|57083229|2022-02-15 19_38_17
876bdf61629c4db4be5e432179d0573c5a63acf5b97f0eb364d3c37c3f9519ce|streamprocessingwithapacheflink.pdf|10515224|2022-02-15 19_38_16
16598afe5cdf81c6cd647c5629d7df4ca996ffb18d590d0cd1a3c9591c154271|streamprocessingwithapachespark.pdf|9246637|2022-02-15 19_38_15
6a70c5d218fba5e3c7b2337d85bb20698f2cc3d7600daec2c9c513b014a55601|whatisdataengineering.pdf|2572208|2022-02-15 19_38_18

FOLDER \EBOOKS\OREILLY\DATA_ENGINEERING_FIRST
5eb59ac3c033ab13ff898a03ab9b6f8c96e1b1461ac7944eb828600c4c4ddd9f|architectingmoderndataplatforms.pdf|18857011|2022-02-07 21_28_25
fcdee01a331f36f16cdd925e19319dc2a910e0978faae1949dadf8e2a6a4a73e|buildingananonymizationpipeline.pdf|7160463|2022-02-07 21_28_36
de241f921af7e99fd11093d75ec91168623c2bef447a64e92a3bf51d73771615|buildingevent-drivenmicroservices.pdf|10881308|2022-02-07 21_28_20
b542cc7ec336614a51ab0a1ec1f0c435e97d32c8927cc1a59950b51afed6cc50|buildingmachinelearningpoweredapplications.pdf|14635286|2022-02-07 21_27_56
4468081d3ea2bfe77b6574059b11aacd03f04aca9a3d42bdcac6d4a6e5a97344|enterprisebigdatalake.pdf|12920562|2022-02-07 21_27_17
03b20e5a73495ed2e26dc261af19a79a0e6aa4b260e4888f1895e7088065625b|learningapachedrill.pdf|8872618|2022-02-07 21_28_09
d5873121ee6b551c796535ff3ea027411de0f323e2f2ea21f4dbe40913242127|machinelearninganddatascienceblueprintsforfinance.pdf|14325766|2022-02-07 21_28_28
0026e1cdd25a2e9ae82904e07d1489ee0ef0453e44b7f5816623a23f77be9bd4|masteringsparkwithr.pdf|7938534|2022-02-07 21_28_03
cce7613eeccfb14179ecfe98bb1c7bc5c73e59386334ee2012116b26a498f212|practicalsyntheticdatageneration.pdf|11852199|2022-02-07 21_28_29
1f348677af1cba66f1013dce277cf8264340361c843c935e5a84770b79011f39|rcookbook2e.pdf|13371129|2022-02-07 21_28_25
d4cd1ffc0caa8b03b5c783131fb7678afaaa8512598a4e25edd3371a99286a92|self-servicedataroadmap.pdf|11117287|2022-02-07 21_28_32
c47e92863b9827fbbaa55154c5598e5864f1d9ba43d241a0bff549b7dafaaaef|streamingsystems.pdf|57083229|2022-02-07 21_28_35
876bdf61629c4db4be5e432179d0573c5a63acf5b97f0eb364d3c37c3f9519ce|streamprocessingwithapacheflink.pdf|10515224|2022-02-07 21_28_02
16598afe5cdf81c6cd647c5629d7df4ca996ffb18d590d0cd1a3c9591c154271|streamprocessingwithapachespark.pdf|9246637|2022-02-07 21_28_04
6a70c5d218fba5e3c7b2337d85bb20698f2cc3d7600daec2c9c513b014a55601|whatisdataengineering.pdf|2572208|2022-02-07 21_27_23

FOLDER \EBOOKS\OREILLY\DEFINITIVE_GUIDES_TO_ALL_THINGS_PROGRAMMING
cf126f9f9eecc713a5f3c1a21d609ae60c6d675a0f38cec036f597baf9995968|asteriskthedefinitiveguide.pdf|10368405|2023-02-14 18_41_23
cfe43b4ba0f8cf2f7f6553ef979c81f66a5c3477e440f39944fae0330e0a2ba0|cassandra_thedefinitiveguide.pdf|8265497|2023-02-14 18_41_34
1f07c73d92809f9d0e4393439255ecd07c5af37ec3cf27603a089c618e43a753|cloudfoundry_thedefinitiveguide.pdf|9942064|2023-02-14 18_41_18
40b6dfacddba42be7cb5de793a70a5abde95a533d3c35aea362ab5b3f1f353b8|css_thedefinitiveguide.pdf|76737552|2023-02-14 18_41_51
2e45284e960d5d5461c12cd55c668882f94ce8f249e33aba3df4804387efe505|elasticsearchthedefinitiveguide.pdf|6303963|2023-02-14 18_41_29
3b3a4b8d227846c0ec7809d3e6ca558a52997fd1987ae51996059ae93637ca86|ethernetthedefinitiveguide.pdf|20359929|2023-02-14 18_41_51
5d718e7055e69446393cb45eb3b94957f498723470bfa2a2fbab6abb53ed34bc|googlebigquerythedefinitiveguide.pdf|10987645|2023-02-14 18_42_02
40896f62e934298ce3fe07529ef66bfc0d7c40bc02b3552f77bc19ef7b50c372|hadoop_thedefinitiveguide.pdf|11719532|2023-02-14 18_40_55
0f770256c939af5de944255946114ef366c0d5d970302970cbaee7495f81c08f|javaperformance_thedefinitiveguide.pdf|9560555|2023-02-14 18_41_09
d3f52096356006cd3298145cab0680c91789198d7db80a5c6a3e9337a0dd49fe|javascriptthedefinitiveguide.pdf|14831985|2023-02-14 18_41_05
4c06044766df928eed79b9890ab960cc562fd08cfa809fe8ef171894be404150|kafka_thedefinitiveguide.pdf|6802254|2023-02-14 18_41_14
8b5109b03c3b5c35accc1125ffe2d2c1ea9e39a1efde0c29bb42e2dd72dcafc8|maventhedefinitiveguide.pdf|8122097|2023-02-14 18_41_56
5a83587dd0c593d419443d0b287f54fba9ac71f6fd55e3e35ff343761a245ada|mongodbthedefinitiveguide.pdf|12510320|2023-02-14 18_41_39
0732a0e9aebd68446b346e534ba3f68a8dfa38716a19945a9459fb3a3a328625|sparkthedefinitiveguide.pdf|10170562|2023-02-14 18_41_54
d94308dbba9d5193671e860f26b7a7db8e166d7e5368afbd2a08c2ae001d3c82|sshthesecureshellthedefinitiveguide_2e.pdf|6644147|2023-02-14 18_41_00

FOLDER \EBOOKS\OREILLY\DEVELOP_AND_DESIGN_FOR_WEB_APPS
45486f5033d6eb9e8eb157ecaa1a2e696aaefc840b469e94f3e1bba9a52d62fd|angular_upandrunning.pdf|8337866|2022-11-09 23_22_04
8993ac827de26de3ee7bbdbdf1e147f69deb9df7eee97be9aa6302f0e77715f1|datavisualizationwithpythonandjavascript.pdf|39796113|2022-11-09 23_21_56
3ed6bea5bc35003b359e10bd6822288e8fc8dd81726f9d8678c8bab25abc14b6|distributedsystemswithnodejs.pdf|8689217|2022-11-09 23_22_09
609820abe00ca28e0b5f764ff947f2bfce34a20ad5ca9b0f4f36c7d6b8e73066|effectivetypescript.pdf|7558947|2022-11-09 23_22_20
41eb7fd881e58492847ebe7d420d703a9a2d83608689da04bc148d07fae662d1|flaskwebdevelopment2ndedition.pdf|4865350|2022-11-09 23_22_16
9b6bd156adc82c1909414853ac9f0bb48bac30926c3e3501f488f7b796dc2d32|html5hacks.pdf|24490787|2022-11-09 23_21_24
c41d1c2efb5f42f492671ae23309881f84b42c42b8a02024d46025fcb88ed1cf|learninggraphql.pdf|8133846|2022-11-09 23_21_46
28c691eb5d3460e172073752a86c016eee89718a21fa9e13d2da757b166d9f72|learningjavascript3rdedition.pdf|5286559|2022-11-09 23_21_57
6edea3b8da67026a54d0a0f8c1b377beee9ca3eb53e7d2e8e744ed4f8d23d40e|learningphpmysqlandjavascript5e.pdf|16012730|2022-11-09 23_21_41
5c7d04ca925d96927258c0cf865f8fd91692a1cbceb2ab3c6b0f7b5610cd6d18|learningphpmysqlandjavascript6e.pdf|16960097|2022-11-09 23_21_51
0f5bb7f3f6d2c367855731d0fca65dc53693c77e84c0027fbb6148380efc83d6|multithreadedjavascript.pdf|6101253|2022-11-09 23_21_28
7baed1d58c54f96917140747651689964fa8a36800c4313bbd3f6aa88b41b4a4|programmingphp4e.pdf|8359828|2022-11-09 23_21_32
fba64bbe1ffb7a572a76a57a303e0c0944187b9df60539e68246f4a9703a6f44|programmingtypescript.pdf|6945230|2022-11-09 23_22_00
657546105c11827019ae8dea19befdff7afcbdecf0fccf07af56b787c13e88b8|reactcookbook.pdf|18550005|2022-11-09 23_22_12

FOLDER \EBOOKS\OREILLY\DEVOPS_2023
70058e29e52c1e4808423bfde5e22db868d22a2ca015bf6ab4da2f546b3b8192|97thingseveryinformationsecurityprofessionalshouldknow.pdf|78342347|2023-07-30 21_21_52
1a1095b253804477352d148925d8256820419b302d3b185965f94d44ad9e9fac|consul_upandrunning.pdf|17176262|2023-07-30 21_22_04
ac9265b46df39de164a077ab39aa2e53288f0909e4bdcf2a95bb3aecc8c72076|databasereliabilityengineering.pdf|9788747|2023-07-30 21_21_43
b4a893e08c73ccc1a65ec80f4e69da677714e9f1a8530b572320653da3383648|designpatternsforcloudnativeapplications.pdf|12717132|2023-07-30 21_21_57
311149f8722e6cc092efde8cb8e78450fae15ed9b6585cade99b27f82ce34044|distributedtracinginpractice.pdf|4728228|2023-07-30 21_21_23
c20113bb204d9a404600a7cf2cef0e06362cef4a057b24e130429c26d0e0cc4d|dynamicreteaming2e.pdf|8949375|2023-07-30 21_21_40
1007dbeee54344e59c684018408e955ffa5d27ec518a9be7e1acdaf2626300cf|implementingservicelevelobjectives.pdf|7442155|2023-07-30 21_22_18
6e5c4c1f1265a3edb382888e9ef6151e4212c7176a3b3cda6691f842e83a856d|kubeflowoperationsguide.pdf|12539285|2023-07-30 21_21_07
c012ae319730a413e8f748c8099c725e457e543977d2e6bd56a008a523cb476f|learningdapr.pdf|6565889|2023-07-30 21_21_41
17f1438bb52a04d9cc36c65c2e41a111143d08423cd02090ddd22ea323815e38|learninghelm.pdf|8786577|2023-07-30 21_22_30
834b602d5a53758e010699c9548838ffd10ce40c22ba65bf161937ab22996dd0|migratingtoaws_amanagersguide1e.pdf|9679676|2023-07-30 21_21_52
c2d8e4423b2f14e8e3780ae0575c365d19accc4dd7e117a1e24c99adde324941|modernsystemadministration.pdf|10853347|2023-07-30 21_21_24
c606e32d417c3a17b87da6e2a0ba79f2a5017690b219a0ee6886af83f548ab8a|reliablemachinelearning.pdf|8624999|2023-07-30 21_22_00
41df48b5e30455d124714d727ff3168c154465a108930480ee5ee25ac0a8b643|securityandmicroservicearchitectureonaws.pdf|24733306|2023-07-30 21_21_18
95d8257a15b82512c6e6de09c5c9844be5ef9c5fd70e658d88bc77485467794e|srewithjavamicroservices.pdf|24585941|2023-07-30 21_22_10

FOLDER \EBOOKS\OREILLY\FUNCTIONAL_PROGRAMMING
5212546985e6db202c39992f0c70e981a1b35482527fab5cafb6e511a3af968d|becomingfunctional.pdf|7315320|2023-01-29 23_54_53
b1a390baa210b41e3e0b98be0d3ce8ac38fa2331f02c3406cf1f7bf26a62e4c8|clojurecookbook.pdf|9993613|2023-01-29 23_54_40
3a1aa55ed213785398f6bfc7e11956d042cb3650cadea85638b81229d196f3de|clojureprogramming.pdf|10554897|2023-01-29 23_55_23
ce472ec0308c28999bbeee49e070e5e837d2f11a807f5c37362fa9946a4438c3|functionaljavascript.pdf|7728393|2023-01-29 23_55_02
e8a8ce2be7b058a025d69dd43535428b7270c61b71761489a99b88cb46a22aee|functionalthinking.pdf|6799020|2023-01-29 23_55_39
d7ce143a6e74f94893bc2bc0dad06f1a9c2f94906859bb62d767b41e7f3f811e|introducingelixir.pdf|4970668|2023-01-29 23_55_12
cbd473967ddfa54e7511f1b6aa5c9a2c181afe0e6f304da1c85b117fe76fad0d|introducingerlang.pdf|5562463|2023-01-29 23_55_26
c06324d12abadab7fc5504c3d1eb9e0f646301e7d625a3e3d5e6e8d9a7cd66b7|learningscala.pdf|4085473|2023-01-29 23_54_56
001dd24dd8ca9ab7a1b1f067190d3d048fa45e4095cba796f23e3b65155ebd9e|livingclojure.pdf|5312216|2023-01-29 23_55_34
d58bb71e2c60c51d12a0b12da59c7fac020e528a5e2e37876ed3b8b8439d4715|parallelandconcurrentprogramminginhaskell.pdf|18819586|2023-01-29 23_54_51
f72dee4d3bbdae8abdf698909d6b341da941231624a58c5f1b469c9789ecddb9|programmingrust.pdf|10531879|2023-01-29 23_54_44
3c36aeace3f0fa34997b01af053bc46d9d7d798e375f2331aec4c6ca326ff490|programmingscala.pdf|4253960|2023-01-29 23_55_42
e3ade8321410f0ce568c460e4ee0d6731514327bbb6399bd529bed0b22f4b556|realworldhaskell.pdf|4148944|2023-01-29 23_55_07
1ae1d15c4cd610ab183aafdfbc45ff5794b11095c10f3fff76199b01bd209755|scalacookbook.pdf|11616546|2023-01-29 23_55_18
0b0ce549ffc5d75568ed43261bd46db7b669b956fa0c2a0b6c7f92bec7e9a365|testinginscala.pdf|6729436|2023-01-29 23_55_30

FOLDER \EBOOKS\OREILLY\GIFTS_FOR_THE_TECHNICALLY_INCLINED
25092d1625bad249fbf306f0527e4ce6fcbc226554bd9f0ca7b1da335a8d7781|97thingseveryprogrammershouldknow.pdf|3611441|2022-12-15 19_03_43
3899bdce0a920706d6b4aa0600301b0e33244283b147fb262d872626adddd97a|arduinocookbook3e.pdf|27167802|2022-12-15 19_04_00
2326f57288051be0226681a25d5b6127b123c4f556679209b51055f9bd11cc93|creatingaugmentedandvirtualrealities.pdf|67912423|2022-12-15 19_04_46
3fe937fa5a03c6f322a57dea8c3d10200e47a193da4f0ab91e7f078dfeafc27f|d3fortheimpatient.pdf|6613580|2022-12-15 19_04_48
bd7effc8ca5231177677281930a5afe633250e2d2da81aa00c5d9c826640e938|dnsandbind5e.pdf|4827002|2022-12-15 19_03_52
ed1637d1f7c342298d4a071038cff27b5615fddbd81799181c90d67225acaf08|generativedeeplearning.pdf|30614800|2022-12-15 19_04_07
293c1e7a09ccd04c7e54173f3cc3061793d706b7418b91c3811ddb635ca7ada8|javascripteverywhere.pdf|10901666|2022-12-15 19_04_38
1c7468eaa50cdc92de49e97daad570bc7257531a435a693d2b8647b1db633101|machinelearningpocketreference.pdf|26327791|2022-12-15 19_04_35
19b6703ae363e8ae04d3750677c3d0b5b3f9264c9e6a38e30906bc0f2d5c0604|miningthesocialweb.pdf|24077465|2022-12-15 19_04_41
769981bfe9e38057bc553eb095b341f9b2c3ea345926b66a40d929757bb31763|raspberrypicookbook3rdedition.pdf|165781367|2022-12-15 19_04_35
1f348677af1cba66f1013dce277cf8264340361c843c935e5a84770b79011f39|rcookbook2ndedition.pdf|13371129|2022-12-15 19_03_56
9eac32fa2f331fc513c6a2ef2647e08888ba962eb5f28025b9a44aa3b80293dc|smallerc1e.pdf|21729295|2022-12-15 19_04_46
0cc6d510491b8bd7fbbb7a0ad4853231357f5487ff76b1c2478f433aa26008ba|tinyml.pdf|23805466|2022-12-15 19_04_34
260298ce82ded0fdd5ee72841a5af3dfdf40210fffc232226e29c2615d073ba0|unitygamedevelopmentcookbook.pdf|36008416|2022-12-15 19_04_11
8d8b030f285917181c5b61f5ece06b8212fc964bae602bfe5f72b9dcb2b3cd1a|usingasyncioinpython.pdf|6108035|2022-12-15 19_03_48

FOLDER \EBOOKS\OREILLY\HEAD_FIRST_2024
13fb9166420635c03e1817539c94e869588fc1787c7087fa351a88839608854e|headfirstagile_ebook.pdf|59208640|2024-08-12 23_33_09
a3ea42d165e6d5c457e944f8baa2e2f92325f28e2856485997c3dff58d7e8509|headfirstandroiddevelopment3rdedition.pdf|75512380|2024-08-12 23_33_53
b6235b4f1ba5162bc4df21869d73b01f04cb6b3c3be92323afd79d41a50f2163|headfirstc_ebook.pdf|65657147|2024-08-12 23_33_25
50d937a62fdf64e3bd4855fdc4351a13be37e219594095823bfd64f52217d26e|headfirstdesignpatterns2ndedition.pdf|45128831|2024-08-12 23_36_46
6074b9d455ddc9e08af77f23777820e44b7bfd45acad649bf193f435482c910e|headfirstgit.pdf|26264624|2024-08-12 23_32_50
ab09f03d11750671055870e32abc83e5bdd8ec6462d7f54d51dfc76491ae1ffd|headfirstgo_V2.pdf|54073351|2024-08-12 23_33_34
0bafaf92226f6e3b220ec53d58bd218b0bcb6d906a34e4f1b0466e4c3a4bf65c|headfirsthtmlandcss2ndedition.pdf|102050416|2024-08-12 23_36_42
bb80e7db293282eec40b245f2154354606011afd51ac4cea27e643f9e1f483c8|headfirstjava3rdedition.pdf|60324684|2024-08-12 23_32_49
d8671be5b3496a6f84c232887e3fef802e8407cacde2cb2eff6a9e0cab86232b|headfirstkotlin.pdf|23796671|2024-08-12 23_32_54
a798bf57bcd1ddfb57a0cebe80d3642ead30975d4196dc7902c8c475d1b9ca18|headfirstlearntocode_ebook.pdf|86040185|2024-08-12 23_36_54
000d2658e7589a276efa3be223ed2a7e86444c2dd34a9aa466de864e3a524c6c|headfirstpmp4thedition_V2.pdf|82039246|2024-08-12 23_33_55
51db56baf739563f1457e2615b3f7be4ec1a457764de9955430584bfec888364|headfirstpython3rdedition.pdf|40918077|2024-08-12 23_33_24
b13d126599b3a82879044223c17795cea1e90be2c701d4b1dbbcf0583afb4e4b|headfirstsoftwarearchitecture.pdf|53191024|2024-08-12 23_32_55
