----- BASEFOLDER D:\EBOOKS -----
VOLUME D|Daten|742e-61d8|NTFS|1000068870144
FOLDER \EBOOKS

62af25e51c6130a10b8e13975831fe2523dfe5a28f0ae29d18d6508ec95eb019|learnjavatheeasyway.pdf|13772629|2018-10-04 20_58_43
c7d5d51be04eacb7cd23a08aa60705c2b4433fec596617158f512d39953b6bb1|learnyouahaskellforgreatgood.pdf|11519036|2018-10-04 20_59_04
d96aad0a652efb233de706bebcdaa356d234bda69ecef062b01e5f0985788c0f|learnyousomeerlangforgreatgood.pdf|16232157|2018-10-04 20_59_01
b1441679bff357675c18341c7f1e3d8b0bad92eb5d87515dcbab8ce027409921|nostarch_sampler_learnyousomecode.pdf|6810630|2018-10-04 20_58_52
658b85b9bbf866ca71221a604ace4aced4ec225a403e9e14c0975a7fd5b31514|perlone-liners.pdf|4056354|2018-10-04 20_58_48
43a8339bdb697134cb78ec95163dd400307c1bb153b939d6794637ca5e669e64|pythoncrashcourse_updated.pdf|5641523|2018-10-04 20_59_16
c0b00893a33b271e57cbde17860f076fae331744e34ec229cba65fa04abaa096|pythonplayground_geekyprojectsforthecuriousprogrammer.pdf|12383854|2018-10-04 20_59_20
319c3c03866c3f27d804360270cb578f3a8bd441cf889d55ab1cfde04dfeb67c|rubyunderamicroscope.pdf|10344343|2018-10-04 20_58_57
02f7bb043739be032cffbb169fbd9efba36facd428a955b59dae9454c7f84d2e|thebookoffsharp.pdf|4535121|2018-10-04 20_58_37
49834abf5363d7ceb749a08625649885953130eb05d1c313702934f9fbef58f3|thebookofr.pdf|22080250|2018-10-04 20_59_33
5ea5bef907a8a6b734ae5dacbdd52bd67850444605ee81faf874b57a4fe0a191|thelinuxcommandline.pdf|9377457|2018-10-04 20_58_34
8c233f574da852ba93209be7df26723efab747232a30f85c8d94fe3b5700f2d0|thinklikeaprogrammer.pdf|7381317|2018-10-04 20_59_26
2d3c671d01de3d0127d6185ab0ca67895023414f14cf6d5cb30e0728fcc4f289|wickedcoolshellscripts.pdf|12551243|2018-10-04 20_59_35

FOLDER \EBOOKS\NO_STARCH_PRESS\LINUX
1bc674abc21214fa39dd077e1fe911b4e4a063c1ab89b281a213c425562240cb|absolutefreebsd3rdedition.pdf|5270882|2022-09-22 23_05_53
818135405bd084ac86cb2b690735ed4a7b03d3362f579158fa7dffe15772abaa|absoluteopenbsd2ndedition.pdf|11467840|2022-09-22 23_05_48
e02af7d7b0f9ef524f13b79d15716c5d9f3feae333a45374b4d38ac3b2727a61|autotools_2ndedition.pdf|27429696|2022-09-22 23_05_34
a80b83b065f341160665679bf3a02e391fb2333f2d48339c47d0732cef6ab458|bookofaudacity.pdf|26900976|2022-09-22 23_06_27
ff32a7781ec4f729d84811fdb72a23fd79e53e6793e2d6eee43c0e3fa1bfd72b|bookofgimp.pdf|94395532|2022-09-22 23_05_30
8e78c22e546fefdf94ce891e0e707ae7597ebf2bc5a65c4c682fd29e45af50e2|bookofinkscape2ndedition.pdf|18912298|2022-09-22 23_05_06
dcb9dc1b507d20ecc2621231dcdcbebb08c4d4bd820ec2b2b6a55574b20afd51|bookofkubernetes.pdf|6211034|2022-09-22 23_06_22
ede89a6f8f089b9d1ac3df9beddd8c5f38f354010fc399de956f8dbd4e71492b|bookofpf3rdedition.pdf|5388075|2022-09-22 23_05_50
49f71053a307f3c34e9a1852ba5678bf43a466e9ba4eaadfef0e9a7153debfe5|designingbsdrootkits.pdf|9227214|2022-09-22 23_05_34
b5bccd1e1f0d1c66fc62bb48e4cbfe8b6cb0fc11e69995e22a39be2a7291db42|devopsforthedesperate.pdf|3631156|2022-09-22 23_05_31
80272c5a70d27637b9eb279395d9ba0418c1510c026b85bdd4771ee06f294ff4|freebsddevicedrivers.pdf|8743949|2022-09-22 23_06_23
297d50f58b9953c7eeb3213ac270cd18f6623e62a79d1ab3a1f64bd32006b1f0|howlinuxworks3rdedition.pdf|7149754|2022-09-22 23_06_14
6a614839443e761f42a5292a4b6c6e6dd75fd133d6bd86325235f74dfe14c56c|linuxbasicsforhackers.pdf|7621552|2022-09-22 23_05_15
dd625ef53e5b9e5ca519e164dd69be52b67996a7b83572efff2e3838beb88f1c|practicallinuxforensics.pdf|5190866|2022-09-22 23_05_11
e4a995783498b5594854ebea800aa203ad2023bea357d01deed8fe668848e09f|programmingwithopenscad.pdf|11464973|2022-09-22 23_05_34
bde94acd114fb25556f760e5597f1bb62d65a2434ee354fb6a608e3b651f74c8|racketprogrammingthefunway.pdf|18241085|2022-09-22 23_06_37
bae6294f44c702e774bf1337e47b5ba2e4526718b78170f103561572cb7390e6|thegnumakebook.pdf|2832003|2022-09-22 23_05_44
79782d0e7503939e01339e1a402bd394c3bb2241ef51a3d279940397af91321e|thelinuxcommandline.pdf|9142350|2022-09-22 23_05_57
e3d3756ec7fdbaf8fc2e393966cdf35532440af301ff412535b4faa868e16f1c|thelinuxprogramminginterface.pdf|11823654|2022-09-22 23_04_35
a52d0582fe68017a808ca7645cef2ee566fa8967ee6e97c953dfb8b70ad4b2bd|wickedcoolshellscripts2ndedition.pdf|12620897|2022-09-22 23_05_37
c137fc7f093c1fac4cd3d9f81a024f809981007367a8f36f297e3262f9c690e3|yourlinuxtoolbox.zip|197601973|2022-09-22 23_06_37

FOLDER \EBOOKS\NO_STARCH_PRESS\MACHINE_LEARNING_BOOKSHELF
a17db981c645080a61b7d72d8f7073e8a7664a0efdbde6d183e2bff910706f2c|algorithmicthinking_aproblem-basedintroduction.pdf|4291214|2021-09-14 21_49_50
bd96a641e609856127904ef946d4d261770541c5f5f302b79cdd88313d8cc595|artofrprogramming.pdf|5738993|2021-09-14 21_50_11
f86cd64ece18b1e7f60e2af27b86f2948109343216f862d825a7579538a27d28|bayesianstatisticsthefunway.pdf|8934894|2021-09-14 21_50_15
85581190ff1fa8cc82484150c03a183311a11113ad6d8fb30a5acf2e28770bc1|bookofr.pdf|19869466|2021-09-14 21_50_54
c301f85f10ab8d7dc37cd326621fff93f7e3d7fde6fc78bc73969f9084c968a4|deeplearning_avisualapproach.pdf|49174752|2021-09-14 21_50_43
cb150312c129758706b1bb13a1ab7d7a8906e0e7b44c0e25107314e163c15cfa|diveintoalgorithms_apythonicadventurefortheintrepidbeginner.pdf|8503276|2021-09-14 21_50_47
2a002ebb470906d4a6e22d398e4fe52aefa327ce8bc8df8296b8203f2d91d814|effectivec.pdf|6172050|2021-09-14 21_49_42
6d41f9a7def436e3478e850132c0ad4b2b29c5e9c6bc4896bac009e12cb22ea2|howcomputersreallywork_ahandsonguidetotheinnerworkingsofthemachine.pdf|20328457|2021-09-14 21_50_21
0fd1cd2fee17558e011db05fcb27cd4ed85fdebd24f164920e7c47c4b2e850b8|impracticalpythonprojects.pdf|13039822|2021-09-14 21_50_32
4d35564397f2611b7673a06dd6b68a9de55e69487a5078432f31bae4592c42d8|learnpythonvisually_creativecodingwithprocessingpy.pdf|14446534|2021-09-14 21_50_24
61c60de00d4499b8419b22dc89765808fed81034022642cc2bcaf87ecd6858ca|naturallanguageprocessingwithpythonandspacy.pdf|8808965|2021-09-14 21_50_55
3b57b3d2c65a9e489791125f58acd0c53f85e60791bd1e68412fa473f7e5c675|practicaldeeplearning_apython-basedintroduction.pdf|14254292|2021-09-14 21_49_46
8911d2235247393bb95e9d7c2664a955c5155a6b0c2758764bf9496598a1b651|practicalsql.pdf|5399399|2021-09-14 21_49_58
fb38ba7a223f7325033b58765542b86f8459110b0abafcc62317d290b3d58c1a|pythonplayground_geekyprojectsforthecuriousprogrammer.pdf|12046743|2021-09-14 21_50_28
c46694f01bcadf5006bc27daea0d1799fc1843914a57852cacebf1a6e9abd024|realworldpython.pdf|16820550|2021-09-14 21_49_56

FOLDER \EBOOKS\OREILLY
25b058868e17edb225550389bb0fe58f7a43d3b325e1cd8586cacc7fa791d50e|minecraft-modding-book-master.zip|25501|2018-12-29 20_35_30
9b690c37928bb9e4305e3dadc8aac9082c7780af39cebcb459d10faa6d9a63fc|minecraftmoddingwithforge.mobi|29450437|2018-12-18 08_34_54
e19aa7232d9fd682c484adae90691fd491ed4b5cbffe1d0b75fe84b980453996|minecraftmoddingwithforge.pdf|13069334|2018-12-18 08_34_49

FOLDER \EBOOKS\OREILLY\2024_Linux_for_Seasoned_Admins
2d07e2588734a305aa020605fc3af32c95e2aefd10c93df99056125350a65e27|ansible_upandrunning3rdedition.pdf|15045912|2024-06-22 09_29_18
4dd91240f8b5101d2b23f2553a49a00b2ddcb507f52c94afd598e5f8e408719d|cafe-barista-3558380113812-regel-shrinked.pdf|2711919|2024-06-23 08_51_58
40c83c807904c2d60d501490819dde8b4a5e0c71b9858b937ca380d4d1d7114a|docker_upandrunning3rdedition.pdf|3577005|2024-06-22 09_28_56
05fa48215ae397bb50a9e7032fa89bba80c0c1779f8ad1935fdd7459edb3e3bd|efficientlinuxatthecommandline.pdf|3137971|2024-06-22 09_28_53
76ae8b06330c0782eacb3bf7ca41d9c3d410caa0810915c84d68b73276b819e3|fastapi.pdf|25239951|2024-06-22 09_29_33
d5f1199acf9e4bf7271967cc8ae8f6ef3d44c10984904d4747eb55cb73d37007|kubernetes_upandrunning3e.pdf|2423363|2024-06-22 09_29_14
8a434c5d43cfea2c50de47f2f72f7fa8a505e6ae65e2342ec5e388069a50e4a4|learningdevsecops.pdf|6168074|2024-06-22 09_29_26
be576c93ae06081a62c13e28900597825c22a6b8ad922859686cc68966aaf2a0|learninggit.pdf|9042533|2024-06-22 09_29_36
140e7f6f660d73b0ba6ce98f6571fb31a129589ef1a04c7c470fec7731f60035|learninggithubactions.pdf|24008131|2024-06-22 09_28_50
e1dd57bd835e1b3c7d95e4cffc837dd382834992b4de708ed7bd3329273f5408|learningmodernlinux.pdf|7018435|2024-06-22 09_29_29
c62d2e2fbc962dd41ee121583084afe70cb6b1eb9b2e95f3e73f76446de9df7d|linuxpocketguide4thedition.pdf|4937775|2024-06-22 09_29_21
9f9d8bc5d751d4d61ec9119ac2342959d4eb64ce88400f0764c3fd4c7479a6f8|networkprogrammabilityandautomation2ndedition.pdf|10312532|2024-06-22 09_29_23
b81a15b85bfddfbebcd6ec28bf51216c9d6699e9730f75e64fc60af8353c3196|practicallinuxsystemadministration.pdf|5045125|2024-06-22 09_29_16
54caac3baa950b11d2ceb25d6a3be53c2cd37bab2890c7d434572b3f4b0c5015|pythonfordevops.pdf|11397524|2024-06-22 09_28_59
5bf5ead3dfee035bee0e3e40fc4fd59416bfcf6f9e24ad215aa3e51f199d22fc|terraform_upandrunning3rdedition_V2.pdf|10502865|2024-06-22 09_29_03
9fa8b5570981ec73a6f43a717c2062419bf64bca1fee2eefc1356fdfebb702f4|webapplicationsecurity2ndedition.pdf|15267367|2024-06-22 09_29_09

FOLDER \EBOOKS\OREILLY\2024_Pipelines_and_NoSQL
fcdee01a331f36f16cdd925e19319dc2a910e0978faae1949dadf8e2a6a4a73e|buildingananonymizationpipeline.pdf|7160463|2024-03-23 14_49_52
f2376f354f9e742ee33dc0a7369a19f2b57bc3eea0dc95567e0f16e8ea634c65|communicatingwithdata.pdf|29002640|2024-03-23 14_49_54
1c8cc038d52d59c87e9a35b321492ca8bbfe671ed9298e0c4c3b7280d9c4b7ca|cost-effectivedatapipelines.pdf|5494710|2024-03-23 14_49_53
5be461e8127a58f396774e0bec39681dc2ad2845e8a193d64c711e42f56f41c5|dataalgorithmswithspark.pdf|12429829|2024-03-23 14_50_09
af694ea5bcb1c00060eefef9f2dfb4770020f8c9d0ea27f2bd0913cd23e7f6c7|datapipelinespocketreference.pdf|5148754|2024-03-23 14_49_35
9edce4790f971cafd504bff975b12596cf7bb430ce8c97a43a9a3b189a47299c|dataqualityengineeringinfinancialservices.pdf|7737539|2024-03-23 14_50_12
654905c4ea94abf5dd36668382ed8eb928115586c3502780321822c38f72b38f|datascience_thehardparts.pdf|8822219|2024-03-23 14_50_29
efcef5d65cf0c9cbdb5e9a56f30accdadfcf8ffc509289be5cb0637f242459a6|decipheringdataarchitectures.pdf|7329764|2024-03-23 14_49_39
9f48b638aa531afecb8520185bc0c13dbbb13b33184f32f4e767370e4c224bd1|designingmachinelearningsystems_V4.pdf|15440825|2024-03-23 14_50_18
3097ee02e0e5ef49d944170bd97dc5f26dcb87ca71f3325816671e6f57aae5e3|footballanalyticswithpythonandr.pdf|21313950|2024-03-23 14_50_00
c48957670dd88ee1c17bf6c495b9b8a2e4668ba5c72abd2fff5555d1e01e1ea1|foundationsofscalablesystems.pdf|6594732|2024-03-23 14_50_32
5a83587dd0c593d419443d0b287f54fba9ac71f6fd55e3e35ff343761a245ada|mongodbthedefinitiveguide.pdf|12510320|2024-03-23 14_50_03
d6684c346fc082872837844fb1854b7f90821935239e1cbdad2cf06259df6124|practicaldataprivacy.pdf|8040798|2024-03-23 14_50_23
32762b8418a4d798c1b5e0c76301253abba93add152822a65bc0b64426b15c16|scalingpythonwithray.pdf|3127931|2024-03-23 14_50_34

FOLDER \EBOOKS\OREILLY\2024_SOFTWARE_ARCHITECTURE
035e10896257ecae249bb95fcbcf4ad2e5085d092966092d3daee4fced19c6dd|buildinganevent-drivendatamesh.pdf|7210764|2024-09-01 22_46_06
de241f921af7e99fd11093d75ec91168623c2bef447a64e92a3bf51d73771615|buildingevent-drivenmicroservices.pdf|10881308|2024-09-01 22_46_17
241cb8bf16ab64e208c8758fdb10d70d957819adb5cdfbbd0ca217fc40159c89|buildingevolutionaryarchitectures2ndedition.pdf|8604571|2024-09-01 22_46_10
29c1d483a89ebe76f941ee2c90ecf3ab70f0a51a3d51d0ca0712f1d51c0b9a2d|buildingmicroservices2ndedition.pdf|16178402|2024-09-01 22_46_14
0874f08047a50ddbf582dc3932e9a0034826ccaa91217d588e0dd950b24f9f43|buildingmulti-tenantsaasarchitectures.pdf|15271462|2024-09-01 22_46_44
cdefd27c062ab61ab6804d51a1c2e8612c57ae8f6133f053a4528085613179de|communicationpatterns.pdf|36164646|2024-09-01 22_46_32
a6a143590430b15f0e5c404a11e17c3978fec995350bd1344d16d28612dc0bed|designingdistributedsystems.pdf|6390965|2024-09-01 22_45_29
74d552527e1a4c7f31652ea8125cf4e0ab4240e33d959c107f8bc1d96a8014d2|enablingmicroservicesuccess.pdf|5782255|2024-09-01 22_46_01
3bdbb5333d4142d6472d73af169f8b9a091317b3c3bfb35755177700c9765baf|flowarchitectures.pdf|13648876|2024-09-01 22_45_49
c48957670dd88ee1c17bf6c495b9b8a2e4668ba5c72abd2fff5555d1e01e1ea1|foundationsofscalablesystems.pdf|6594732|2024-09-01 22_45_43
f8e82a8deb34d491f9e6f9fcf494d442deee5a3c2cbd9ded66401d3175673ad5|fundamentalsofsoftwarearchitecture.pdf|22600750|2024-09-01 22_45_11
b13d126599b3a82879044223c17795cea1e90be2c701d4b1dbbcf0583afb4e4b|headfirstsoftwarearchitecture.pdf|53191024|2024-09-01 22_45_28
43ff8fe2f65dfafa74ce548c50b9bc47d2c92a77e874e94393ea1cd2c0ed34a0|learningdomain-drivendesign.pdf|16723834|2024-09-01 22_45_40
6ce00fe7c88d1475cca846cda878d069fac8947dc2629d56acb2f6ba568616eb|learningsystemsthinking.pdf|16048311|2024-09-01 22_45_34
a35f27bdcd69b94e0cb2716247d3881654312322d29542c7727995b14fdc6ef7|masteringapiarchitecture.pdf|9770483|2024-09-01 22_45_57
076defc9240d36cf4115d0ba6a0258d738c626146bfa3192440f8294da347fb4|monolithtomicroservices.pdf|13603380|2024-09-01 22_45_53
c31dded35bb952953933f4ccb391a15aad09a93fce29f9ac071d9646e28fb4ab|practicalprocessautomation.pdf|20473671|2024-09-01 22_45_29
a59df469ecb862b87891950a64974d7fcf48a14ac90ea53f3ba219464ae8faeb|restfulwebapipatternsandpracticescookbook.pdf|18413520|2024-09-01 22_45_15
062a5a2f558a3fa3f7b7e1a173185598754376e1616e158997b5244c815821e2|serverlessdevelopmentonaws.pdf|19684841|2024-09-01 22_46_35
07e631a86279d5063124d10101d2c3fc7dc08b37a918f9f7242553b1d1c6d260|softwarearchitectelevator.pdf|22355068|2024-09-01 22_46_42
91792fa6379a08481e9a1614097a05098556ee429ed410aea54f92e38d806f8d|softwarearchitecturemetrics.pdf|8299644|2024-09-01 22_45_23
ff96b97e2195f938898b76e9e1a8fc3a673105058aac3a41593e16b2c407eb37|softwarearchitecturepatterns2ndedition.pdf|2810621|2024-09-01 22_46_47
3496a6c441dda8e59ad61158fe4c3595edc7727d1962debce32af75684782261|softwarearchitecture_thehardparts.pdf|15918800|2024-09-01 22_46_37
7fd5447a7ef0f3d427200d03553a0f6e8a6328a442820c9c086b61f4c9e8cda7|technologystrategypatterns.pdf|7151204|2024-09-01 22_46_20

FOLDER \EBOOKS\OREILLY\AI_and_MACHINE_LEARNING
302e3d3e7dc8121a963059d811590ac1e9f2edacda4381643f7bf48a09587266|analyticalskillsforaianddatascience.pdf|15023758|2022-04-02 11_54_10
a42ffcfc1824ed610270d9476ed616f8730746e5f95684f8d2d0b15d625ea980|appliedtextanalysiswithpython.pdf|14670000|2022-04-02 11_55_06
9bab2bba3dcb874f7317ad264146a45c7ffff3c7e6689a08ac3a35126064ad1d|deeplearningforthelifesciences.pdf|24995408|2022-04-02 11_54_26
c20e4e74f0f7a82974a19463c15c6434ecca50e4d353f94f1bcce315f5882171|deeplearningfromscratch.pdf|9728617|2022-04-02 11_55_01
ed1637d1f7c342298d4a071038cff27b5615fddbd81799181c90d67225acaf08|generativedeeplearning.pdf|30614800|2022-04-02 11_54_15
60003bc3aaf14582d9e515b10050bbf09ee87b586537b032567eb5a86b573ce5|hands-onunsupervisedlearningusingpython.epub|4043125|2022-10-01 13_30_57
96d8f8f3ee81bc8f190a552e56b0877f2f6e1baa6fefd0037b72988f17a635b5|hands-onunsupervisedlearningusingpython.mobi|11279043|2022-10-01 13_30_52
9042627940576f7de219360f565daa64f563647197a45ed27f3dc38ba75f493f|hands-onunsupervisedlearningusingpython.pdf|9050182|2022-04-02 11_54_07
3a5dd5aaa40f9fd3ca538c9535d1ccac97ec88e60f74fb2223289fa136284823|kcgo_powi.pdf|1069585|2022-04-02 15_30_13
2ccdbacd558649323ffe13c94e6f418c8e7f6bf227295ed22a6d1b195203df10|la22-durchfuehrungsbestimmungen.pdf|303642|2022-04-20 10_35_13
1c7468eaa50cdc92de49e97daad570bc7257531a435a693d2b8647b1db633101|machinelearningpocketreference.pdf|26327791|2022-04-02 11_54_46
2b8118a0549e4cb0cd3723e8a8a9d3d4008df51c7f1e7697eb23fbdc82917909|minecraftformakers_preview.pdf|906476|2022-04-29 15_56_43
4d6800460660e845f814ddde31c420a26e82e7884f3886eeb7aa6b07a4b27357|naturallanguageprocessingwithpytorch.pdf|16071430|2022-04-02 11_54_17
a6f49c17d7637cac89cc45202c0eb0ff179baae8ce452a54e3f95b8d414346e3|naturallanguageprocessingwithsparknlp.pdf|9258664|2022-04-02 11_54_49
805cb12b78e0a610666565cfc9ceee5f953960468610a5fec34e754e1ed708c8|practicalartificialintelligencewithswift.pdf|45479694|2022-04-02 11_54_04
119acbdebfe41707c9ade2d0c47568dcaecefa42a1bb9f5596f73112cdc72089|practicalautomatedmachinelearningonazure.pdf|16727804|2022-04-02 11_54_22
86b7f775b0542bd37b3af69f79d87bf664fcdf642b6e97c70355382d1ff5da7f|practicalnaturallanguageprocessing.pdf|32091236|2022-04-02 11_54_35
7292046c8d532077a9e96a92a55b836e9374d5c5d5172c60914eea767d9ca8b2|programmingpytorchfordeeplearning.pdf|6657659|2022-04-02 11_55_12
c93afcfc0eab27a7bf8f9d3f5aff2ace2de4b197ea72373b8ab5e8629d16cebb|reinforcementlearning.pdf|19732920|2022-04-02 11_54_56
cc35e9612c6754e6aadc936701ad4fad21cee3bfe41cd14ca36b23efa5b1f507|strengtheningdeepneuralnetworks.pdf|34155874|2022-04-02 11_55_18

FOLDER \EBOOKS\OREILLY\AWS_AZURE_AND_GOOGLE_CLOUD_DEVELOPMENT
e7084e889d1411a6713c7656fe3b4a38c4564c0ec9e4042ac2f54ae98694080d|architectingdataandmachinelearningplatforms.pdf|8129784|2024-02-17 11_17_27
3756aaf7091edf1e298b6c529eb4c6b1fefbde2047519568a0229179b2327442|architectingiotsolutionsonazure.pdf|3961894|2024-02-17 11_17_34
b9d850b736901490c74204773ea0d79af59c1229cd6d432c0020a31313d215eb|azurecookbook.pdf|15988770|2024-02-17 11_17_11
79679041b94e67934613bce28b7b45712213936f113319d721b3dadc879c49cd|buildingserverlessapplicationsonknative.pdf|5555717|2024-02-17 11_17_47
303fa138f4400302a3cd49cf5833f1b17dbd625c834ed7b47d9843ca30ea7579|clouddatalake.pdf|6836427|2024-02-17 11_16_46
ce491652a8b424311f6ff55156f7c65524ccf13a5d6c673c326da0d470106cf9|cloudnativedevelopmentwithgooglecloud.pdf|6082680|2024-02-17 11_16_55
1c8cc038d52d59c87e9a35b321492ca8bbfe671ed9298e0c4c3b7280d9c4b7ca|cost-effectivedatapipelines.pdf|5494710|2024-02-17 11_17_06
3cc6c263963ff6f7455c52b0955b171bc869465ecccabd0768a0befbd11f6278|datascienceonthegooglecloudplatform2ndedition.pdf|17412915|2024-02-17 11_17_32
da8e0cb248f2e7a86f0d436d6c2446ba9f247a56505834f30615f51f3a675c41|genomicsintheazurecloud.pdf|14845201|2024-02-17 11_17_03
c012ae319730a413e8f748c8099c725e457e543977d2e6bd56a008a523cb476f|learningdapr.pdf|6565889|2024-02-17 11_17_39
a0f1259aaff32cf2789f044c3c46108f56af94ecfc1ae44af740bff472c62c35|learningserverless_V2.pdf|11042893|2024-02-17 11_18_21
74640d277d4246567dbea62b618d2a50d8d9067fe8bb2e18ce26a422ab5aca9f|low-codeai_V4.pdf|76995535|2024-02-17 11_17_05
834b602d5a53758e010699c9548838ffd10ce40c22ba65bf161937ab22996dd0|migratingtoaws_amanagersguide1e.pdf|9679676|2024-02-17 11_17_15
7f8735327df6e29018c75f091f02d7fcd834deb243b11cd44d275f44a8caacc3|practicalaionthegooglecloudplatform.pdf|24644569|2024-02-17 11_17_26
41df48b5e30455d124714d727ff3168c154465a108930480ee5ee25ac0a8b643|securityandmicroservicearchitectureonaws.pdf|24733306|2024-02-17 11_16_42

FOLDER \EBOOKS\OREILLY\CLOUD_INFRASTUCTURE_AND_OPERSATIONS
35889dc906981a292b1842066d476bf628726f05f35afb3d1049395382a8b533|cybersecurityopswithbash.pdf|8648749|2022-09-22 22_38_58
ac9265b46df39de164a077ab39aa2e53288f0909e4bdcf2a95bb3aecc8c72076|databasereliabilityengineering.pdf|9788747|2022-09-22 22_38_28
b4a893e08c73ccc1a65ec80f4e69da677714e9f1a8530b572320653da3383648|designpatternsforcloudnativeapplications.pdf|12717132|2022-09-22 22_39_08
311149f8722e6cc092efde8cb8e78450fae15ed9b6585cade99b27f82ce34044|distributedtracinginpractice.pdf|4728228|2022-09-22 22_39_03
c20113bb204d9a404600a7cf2cef0e06362cef4a057b24e130429c26d0e0cc4d|dynamicreteaming2e.pdf|8949375|2022-09-22 22_38_35
1007dbeee54344e59c684018408e955ffa5d27ec518a9be7e1acdaf2626300cf|implementingservicelevelobjectives.pdf|7442155|2022-09-22 22_39_17
2d67289525c41b18a03f82dc25f6f0d8e9118f037d4aaa7626ab6730ccfe5966|kubeflowoperationsguide.epub|8098679|2022-10-01 14_16_11
6e5c4c1f1265a3edb382888e9ef6151e4212c7176a3b3cda6691f842e83a856d|kubeflowoperationsguide.pdf|12539285|2022-09-22 22_38_07
ad8143e0001f09826f5a02a6b7b3e167636eb59b1a60211d3c387651ede85353|kubernetesbestpractices.pdf|6919765|2022-09-22 22_38_31
c012ae319730a413e8f748c8099c725e457e543977d2e6bd56a008a523cb476f|learningdapr.pdf|6565889|2022-09-22 22_39_21
17f1438bb52a04d9cc36c65c2e41a111143d08423cd02090ddd22ea323815e38|learninghelm.pdf|8786577|2022-09-22 22_39_24
2b0bd21be4c45945d8c5db2ad30236a8f9fbb3228be339f1a8240ca5fa0a172e|learningkalilinux.pdf|22733815|2022-09-22 22_38_40
834b602d5a53758e010699c9548838ffd10ce40c22ba65bf161937ab22996dd0|migratingtoaws_amanagersguide1e.pdf|9679676|2022-09-22 22_38_48
a4ef894427ccbb9008ce9c25671bc84b39adab8d3538b34f50e38f478e8ede93|prometheus_upandrunning.pdf|8315298|2022-09-22 22_38_22
41df48b5e30455d124714d727ff3168c154465a108930480ee5ee25ac0a8b643|securityandmicroservicearchitectureonaws.pdf|24733306|2022-09-22 22_38_15
95d8257a15b82512c6e6de09c5c9844be5ef9c5fd70e658d88bc77485467794e|srewithjavamicroservices.pdf|24585941|2022-09-22 22_39_13

FOLDER \EBOOKS\OREILLY\CODING_COOKBOOKS
c5b098e7d50768ccd69f9476aa734b38499c7f35bfcb25af12c3367d3ce5bdbf|bashcookbook2e.pdf|7294420|2022-05-09 22_53_55
a746dae0b11288acf118523054241c6970ea91a6ed9c9bf7c76dba812219926b|concurrencyinccookbook2e.pdf|8783120|2022-05-09 22_55_03
b43e8418e09e2f1f8a0dc5f7af63fa61ef873199f844da3c7a869d854cb45bf5|deeplearningcookbook.pdf|12201711|2022-05-09 22_54_54
5fb169da13fe603661d6f9a126f437e7676862c5d88f171a3aa3ac02e5991bc7|dockercookbook.pdf|8998875|2022-05-09 22_53_48
7c6ef413f428b71a1ae07040069ad4e3566778ed466d8f1ac78abc04cceeccbe|javacookbook4e.pdf|9900306|2022-05-09 22_53_51
31629ade1c8fc30990c1a54b0ffb5cf612ec8531c6824ebd83a3262352dad58c|javascriptcookbook3rdedition.pdf|9385075|2022-05-09 22_54_47
74d6b48cbc6ec72178311e3b164a138562c9616f194398f31bb7a46566aad55c|keycloak_identityandaccessmanagementformodernapplications_preview.pdf|130137|2022-06-09 22_24_45
b69208a3fb99241eaf01a1f8764ecf5aa355b0c807bca67116d1241c46c6167c|kotlincookbook.pdf|6260237|2022-05-09 22_54_23
3b178afd4be8fdbf7176d78256efa95f9e4bbe0b63e61932ed25dc3e40ba2836|machinelearningwithpythoncookbook.pdf|5158113|2022-05-09 22_54_34
0575c0b41340475dea8f2450825e77efe8210df01522248a7d7995525ea5b50c|powershellcookbook4e.pdf|12113314|2022-05-09 22_54_43
873398abc25e8b13892517e6813f2a71872eadc9758ece195eea96bd50899755|pythoncookbook3e.pdf|8261489|2022-05-09 22_53_59
769981bfe9e38057bc553eb095b341f9b2c3ea345926b66a40d929757bb31763|raspberrypicookbook3e.pdf|165781367|2022-05-09 22_53_41
1f348677af1cba66f1013dce277cf8264340361c843c935e5a84770b79011f39|rcookbook2e.pdf|13371129|2022-05-09 22_54_11
657546105c11827019ae8dea19befdff7afcbdecf0fccf07af56b787c13e88b8|reactcookbook.pdf|18550005|2022-05-09 22_54_40
19be9bddf2333c02eb88d9746b4adeb5f2ede801de042812d79ef93c37c5486d|regularexpressionscookbook2e.pdf|8175194|2022-05-09 22_53_40
260298ce82ded0fdd5ee72841a5af3dfdf40210fffc232226e29c2615d073ba0|unitygamedevelopmentcookbook.pdf|36008416|2022-05-09 22_54_32

FOLDER \EBOOKS\OREILLY\COOKBOOKS_FOR_CODERS
17351b2906ac5f9eada082f404410f95bb369ba769328ac88efc010cc5db45de|awscookbook.pdf|12918779|2023-04-07 09_17_37
c5b098e7d50768ccd69f9476aa734b38499c7f35bfcb25af12c3367d3ce5bdbf|bashcookbook2e.pdf|7294420|2023-04-07 09_17_04
9d0066cb5f514566aab10da5a64f23b3230bbde7fc8cb4ffbfa2096fa2c8cb64|ccookbook.pdf|5348372|2023-04-07 09_16_59
1a481b0ad364a24cfb914d7ea3e548ee424c74c290c0a2bb8b2755912459a4ca|cloudnativesecuritycookbook.pdf|5567252|2023-04-07 09_16_16
